Transaction ID,Country,Amount (USD),Transaction Type,Date of Transaction,Person Involved,Industry,Destination Country,Reported by Authority,Source of Money,Money Laundering Risk Score,Shell Companies Involved,Financial Institution,Tax Haven Country
TX0000000174,Singapore,3826209.2664291286,Cryptocurrency,2013-01-08 05:00:00,Person_7224,Real Estate,UAE,False,Legal,7,1,Bank_326,Switzerland
TX0000000175,South Africa,4488441.727179946,Offshore Transfer,2013-01-08 06:00:00,Person_9862,Oil & Gas,China,False,Illegal,3,9,Bank_266,Luxembourg
TX0000000176,India,3911812.322913543,Offshore Transfer,2013-01-08 07:00:00,Person_6027,Arms Trade,UAE,False,Illegal,10,4,Bank_429,Luxembourg
TX0000000177,UK,1132897.250118594,Cash Withdrawal,2013-01-08 08:00:00,Person_6,Oil & Gas,Switzerland,False,Illegal,9,7,Bank_129,Bahamas
TX0000000178,Brazil,1020317.9203134337,Property Purchase,2013-01-08 09:00:00,Person_9606,Casinos,UAE,False,Legal,3,5,Bank_59,Panama
TX0000000179,UK,1691263.6162664834,Cash Withdrawal,2013-01-08 10:00:00,Person_4131,Oil & Gas,Brazil,True,Illegal,3,3,Bank_19,Panama
TX0000000180,UAE,1319823.1559691895,Cash Withdrawal,2013-01-08 11:00:00,Person_7143,Finance,USA,False,Illegal,7,7,Bank_66,Singapore
TX0000000181,India,3302534.621913558,Offshore Transfer,2013-01-08 12:00:00,Person_6582,Oil & Gas,USA,False,Legal,9,2,Bank_379,Singapore
TX0000000182,China,3622446.8577780896,Property Purchase,2013-01-08 13:00:00,Person_9659,Construction,China,False,Illegal,10,6,Bank_130,Switzerland
TX0000000183,India,3769235.0876362566,Property Purchase,2013-01-08 14:00:00,Person_9923,Finance,Brazil,True,Illegal,10,9,Bank_210,Switzerland
TX0000000184,China,4965901.351999213,Property Purchase,2013-01-08 15:00:00,Person_1787,Finance,Singapore,True,Illegal,5,3,Bank_243,Singapore
TX0000000185,India,2849529.150930557,Offshore Transfer,2013-01-08 16:00:00,Person_2820,Luxury Goods,Singapore,False,Illegal,4,6,Bank_265,Panama
TX0000000186,India,3613991.708361346,Offshore Transfer,2013-01-08 17:00:00,Person_3964,Construction,UAE,False,Legal,4,8,Bank_326,Panama
TX0000000187,UAE,778743.4648999859,Cryptocurrency,2013-01-08 18:00:00,Person_5228,Arms Trade,Switzerland,False,Legal,1,4,Bank_298,Bahamas
TX0000000188,UAE,1300982.8650797748,Property Purchase,2013-01-08 19:00:00,Person_6606,Casinos,Singapore,True,Legal,2,3,Bank_355,Cayman Islands
TX0000000189,Brazil,2553938.2682620734,Cash Withdrawal,2013-01-08 20:00:00,Person_410,Finance,USA,False,Legal,6,8,Bank_24,Singapore
TX0000000190,China,1537624.4715826267,Cryptocurrency,2013-01-08 21:00:00,Person_8177,Arms Trade,USA,False,Legal,10,8,Bank_219,Panama
TX0000000191,Singapore,593462.0517219912,Stocks Transfer,2013-01-08 22:00:00,Person_9423,Oil & Gas,UAE,False,Illegal,3,0,Bank_126,Luxembourg
TX0000000192,Brazil,2269431.9874265585,Stocks Transfer,2013-01-08 23:00:00,Person_3564,Construction,Switzerland,False,Legal,6,4,Bank_284,Luxembourg
TX0000000193,Russia,3144912.4975079815,Offshore Transfer,2013-01-09 00:00:00,Person_2048,Real Estate,Singapore,False,Illegal,10,2,Bank_457,Luxembourg
TX0000000194,Russia,2156079.139283326,Property Purchase,2013-01-09 01:00:00,Person_6558,Finance,UK,True,Legal,4,1,Bank_257,Bahamas
TX0000000195,Singapore,3070362.2383732167,Property Purchase,2013-01-09 02:00:00,Person_1994,Construction,India,False,Legal,3,5,Bank_257,Bahamas
TX0000000196,Singapore,2081869.6935822533,Stocks Transfer,2013-01-09 03:00:00,Person_7847,Luxury Goods,UK,False,Illegal,1,5,Bank_220,Panama
TX0000000197,UK,2456026.8594029164,Cryptocurrency,2013-01-09 04:00:00,Person_163,Luxury Goods,Russia,False,Illegal,10,9,Bank_150,Cayman Islands
TX0000000198,India,426228.0153850904,Cash Withdrawal,2013-01-09 05:00:00,Person_9931,Finance,UAE,False,Legal,3,3,Bank_127,Switzerland
TX0000000199,South Africa,4832212.965774042,Stocks Transfer,2013-01-09 06:00:00,Person_7630,Luxury Goods,South Africa,True,Illegal,10,7,Bank_109,Bahamas
TX0000000200,Russia,2795111.7962402063,Property Purchase,2013-01-09 07:00:00,Person_8403,Finance,Brazil,False,Illegal,8,7,Bank_241,Cayman Islands
TX0000000201,Singapore,2661966.4602862955,Stocks Transfer,2013-01-09 08:00:00,Person_7642,Finance,India,True,Illegal,2,9,Bank_453,Singapore
TX0000000202,China,47403.13050512599,Offshore Transfer,2013-01-09 09:00:00,Person_6517,Oil & Gas,South Africa,False,Illegal,1,7,Bank_8,Bahamas
TX0000000203,Singapore,3741232.1048370698,Property Purchase,2013-01-09 10:00:00,Person_9335,Casinos,UK,True,Illegal,3,0,Bank_196,Cayman Islands
TX0000000204,Switzerland,868721.7892586301,Offshore Transfer,2013-01-09 11:00:00,Person_7186,Construction,China,False,Illegal,5,9,Bank_462,Cayman Islands
TX0000000205,China,4633505.741599949,Stocks Transfer,2013-01-09 12:00:00,Person_1647,Casinos,UAE,False,Legal,9,4,Bank_337,Switzerland
TX0000000206,UK,2027262.0544101223,Property Purchase,2013-01-09 13:00:00,Person_3750,Real Estate,Switzerland,False,Legal,2,9,Bank_134,Singapore
TX0000000207,South Africa,2205744.0369331804,Offshore Transfer,2013-01-09 14:00:00,Person_2828,Construction,South Africa,False,Legal,2,8,Bank_48,Panama
TX0000000208,Singapore,3597485.053375307,Offshore Transfer,2013-01-09 15:00:00,Person_9291,Casinos,Singapore,True,Illegal,4,8,Bank_495,Singapore
TX0000000209,Brazil,399661.4577242206,Offshore Transfer,2013-01-09 16:00:00,Person_5231,Real Estate,China,False,Illegal,3,2,Bank_139,Switzerland
TX0000000210,Russia,3053747.3121711607,Stocks Transfer,2013-01-09 17:00:00,Person_6031,Arms Trade,Switzerland,False,Illegal,2,1,Bank_294,Luxembourg
TX0000000211,Singapore,621757.1828824485,Property Purchase,2013-01-09 18:00:00,Person_6068,Casinos,China,False,Illegal,4,5,Bank_402,Bahamas
TX0000000212,Switzerland,706440.10063542,Stocks Transfer,2013-01-09 19:00:00,Person_8787,Arms Trade,China,True,Illegal,10,2,Bank_386,Cayman Islands
TX0000000213,Singapore,3608635.0803515944,Property Purchase,2013-01-09 20:00:00,Person_3776,Real Estate,Russia,False,Illegal,1,0,Bank_262,Switzerland
TX0000000214,India,2336707.2358474783,Stocks Transfer,2013-01-09 21:00:00,Person_3495,Finance,South Africa,False,Legal,9,3,Bank_182,Cayman Islands
TX0000000215,Singapore,1034221.9997222562,Cash Withdrawal,2013-01-09 22:00:00,Person_3519,Finance,Russia,False,Illegal,2,5,Bank_453,Panama
TX0000000216,Singapore,3608225.269966583,Offshore Transfer,2013-01-09 23:00:00,Person_5001,Real Estate,South Africa,True,Legal,4,4,Bank_102,Singapore
TX0000000217,Singapore,2690235.548214385,Property Purchase,2013-01-10 00:00:00,Person_27,Oil & Gas,UK,False,Legal,7,5,Bank_324,Cayman Islands
TX0000000218,UK,848968.9260769037,Cash Withdrawal,2013-01-10 01:00:00,Person_5632,Luxury Goods,UK,False,Illegal,5,2,Bank_344,Switzerland
TX0000000219,USA,2720645.630273294,Offshore Transfer,2013-01-10 02:00:00,Person_997,Construction,South Africa,True,Illegal,9,3,Bank_421,Singapore
TX0000000220,China,2682386.3136573853,Cash Withdrawal,2013-01-10 03:00:00,Person_9003,Real Estate,Russia,False,Illegal,10,0,Bank_196,Singapore
TX0000000221,Russia,4019924.126016253,Stocks Transfer,2013-01-10 04:00:00,Person_2423,Oil & Gas,Russia,False,Legal,9,9,Bank_280,Switzerland
TX0000000222,Brazil,4804904.548131513,Stocks Transfer,2013-01-10 05:00:00,Person_6674,Real Estate,UAE,False,Illegal,4,8,Bank_111,Switzerland
TX0000000223,Russia,3020179.323811929,Property Purchase,2013-01-10 06:00:00,Person_6845,Casinos,Brazil,False,Illegal,2,6,Bank_118,Switzerland
TX0000000224,China,1972848.2535480622,Cryptocurrency,2013-01-10 07:00:00,Person_7901,Construction,Switzerland,True,Illegal,7,9,Bank_174,Bahamas
TX0000000225,India,4793221.94919027,Cryptocurrency,2013-01-10 08:00:00,Person_3532,Arms Trade,South Africa,False,Illegal,3,9,Bank_331,Cayman Islands
TX0000000226,South Africa,2061523.7006397278,Property Purchase,2013-01-10 09:00:00,Person_9921,Real Estate,South Africa,False,Illegal,9,1,Bank_61,Singapore
TX0000000227,Singapore,3746944.38676356,Offshore Transfer,2013-01-10 10:00:00,Person_1,Real Estate,USA,False,Legal,9,5,Bank_200,Luxembourg
TX0000000228,USA,1240949.692425747,Cash Withdrawal,2013-01-10 11:00:00,Person_4750,Construction,Russia,False,Illegal,8,7,Bank_72,Luxembourg
TX0000000229,South Africa,2823191.6130563677,Cash Withdrawal,2013-01-10 12:00:00,Person_7006,Construction,South Africa,False,Illegal,6,5,Bank_238,Luxembourg
TX0000000230,India,3609742.0570730255,Property Purchase,2013-01-10 13:00:00,Person_9107,Arms Trade,USA,False,Illegal,3,3,Bank_264,Luxembourg
TX0000000231,South Africa,2395477.8748045224,Property Purchase,2013-01-10 14:00:00,Person_860,Finance,Russia,True,Legal,7,8,Bank_422,Cayman Islands
TX0000000232,Brazil,4533027.517894924,Cryptocurrency,2013-01-10 15:00:00,Person_7811,Arms Trade,Switzerland,False,Legal,7,5,Bank_121,Switzerland
TX0000000233,USA,1501483.955502732,Property Purchase,2013-01-10 16:00:00,Person_3195,Oil & Gas,Singapore,False,Illegal,10,6,Bank_452,Switzerland
TX0000000234,Switzerland,4848604.329112435,Property Purchase,2013-01-10 17:00:00,Person_6660,Finance,USA,False,Legal,3,0,Bank_155,Luxembourg
TX0000000235,Switzerland,132200.99479594544,Cryptocurrency,2013-01-10 18:00:00,Person_8666,Finance,USA,False,Legal,6,3,Bank_475,Luxembourg
TX0000000236,Russia,1975128.8409824988,Offshore Transfer,2013-01-10 19:00:00,Person_7648,Luxury Goods,Switzerland,False,Illegal,5,5,Bank_69,Panama
TX0000000237,Singapore,168226.54851830806,Cash Withdrawal,2013-01-10 20:00:00,Person_3402,Luxury Goods,Russia,True,Legal,6,6,Bank_177,Bahamas
TX0000000238,Singapore,3809418.0002676887,Property Purchase,2013-01-10 21:00:00,Person_5797,Finance,Switzerland,False,Legal,7,5,Bank_69,Switzerland
TX0000000239,Singapore,2370424.8028532974,Cash Withdrawal,2013-01-10 22:00:00,Person_3896,Arms Trade,South Africa,False,Legal,9,2,Bank_305,Luxembourg
TX0000000240,South Africa,792350.5703250371,Stocks Transfer,2013-01-10 23:00:00,Person_2833,Casinos,China,False,Legal,8,9,Bank_172,Cayman Islands
TX0000000241,UK,2105599.223241624,Cash Withdrawal,2013-01-11 00:00:00,Person_7580,Casinos,Russia,True,Illegal,9,5,Bank_89,Singapore
TX0000000242,Switzerland,2903289.0249152766,Property Purchase,2013-01-11 01:00:00,Person_1276,Real Estate,Singapore,False,Illegal,9,6,Bank_247,Bahamas
TX0000000243,China,1441120.5802912342,Offshore Transfer,2013-01-11 02:00:00,Person_2439,Real Estate,UAE,True,Illegal,6,1,Bank_300,Cayman Islands
TX0000000244,Singapore,1126695.890833383,Stocks Transfer,2013-01-11 03:00:00,Person_8887,Arms Trade,Brazil,False,Illegal,7,8,Bank_426,Switzerland
TX0000000245,UAE,416272.18127247115,Stocks Transfer,2013-01-11 04:00:00,Person_9647,Oil & Gas,India,False,Legal,2,6,Bank_250,Switzerland
TX0000000246,Russia,404582.43186632043,Cash Withdrawal,2013-01-11 05:00:00,Person_2483,Oil & Gas,UAE,False,Illegal,6,4,Bank_395,Cayman Islands
TX0000000247,USA,2015270.8814312816,Stocks Transfer,2013-01-11 06:00:00,Person_4272,Construction,India,False,Illegal,10,2,Bank_111,Cayman Islands
TX0000000248,Switzerland,1711566.2252160744,Cash Withdrawal,2013-01-11 07:00:00,Person_7497,Construction,India,True,Illegal,6,7,Bank_483,Cayman Islands
TX0000000249,Singapore,4137598.6176896966,Cryptocurrency,2013-01-11 08:00:00,Person_8952,Casinos,South Africa,False,Illegal,10,5,Bank_137,Singapore
TX0000000250,Brazil,2523263.8975873613,Cash Withdrawal,2013-01-11 09:00:00,Person_1195,Finance,Brazil,False,Illegal,9,9,Bank_286,Bahamas
TX0000000251,Russia,4658063.731301214,Cash Withdrawal,2013-01-11 10:00:00,Person_4792,Oil & Gas,Switzerland,False,Illegal,3,9,Bank_308,Singapore
TX0000000252,Russia,4743868.325232692,Cryptocurrency,2013-01-11 11:00:00,Person_5837,Oil & Gas,Switzerland,False,Legal,8,4,Bank_53,Bahamas
TX0000000253,UAE,1389318.1126343184,Offshore Transfer,2013-01-11 12:00:00,Person_8545,Casinos,South Africa,False,Legal,10,1,Bank_365,Switzerland
TX0000000254,Brazil,1347744.4972293645,Property Purchase,2013-01-11 13:00:00,Person_7806,Casinos,UK,False,Illegal,3,8,Bank_63,Luxembourg
TX0000000255,South Africa,1684759.805434045,Property Purchase,2013-01-11 14:00:00,Person_5026,Construction,India,False,Illegal,1,5,Bank_259,Singapore
TX0000000256,Brazil,194277.77958137594,Cryptocurrency,2013-01-11 15:00:00,Person_8590,Luxury Goods,South Africa,True,Illegal,6,5,Bank_318,Switzerland
TX0000000257,Russia,4201427.201844374,Cryptocurrency,2013-01-11 16:00:00,Person_2772,Oil & Gas,South Africa,False,Legal,7,9,Bank_443,Switzerland
TX0000000258,South Africa,2569784.3488143925,Stocks Transfer,2013-01-11 17:00:00,Person_1799,Arms Trade,UK,False,Illegal,3,0,Bank_356,Bahamas
TX0000000259,India,1779001.0648521872,Property Purchase,2013-01-11 18:00:00,Person_5724,Luxury Goods,Singapore,False,Illegal,10,7,Bank_212,Luxembourg
TX0000000260,UAE,3068237.5352234766,Cryptocurrency,2013-01-11 19:00:00,Person_8660,Oil & Gas,India,True,Legal,1,8,Bank_300,Bahamas
TX0000000261,Switzerland,3293641.5952276485,Property Purchase,2013-01-11 20:00:00,Person_9034,Finance,China,True,Illegal,4,1,Bank_62,Switzerland
TX0000000262,India,2905259.579980147,Offshore Transfer,2013-01-11 21:00:00,Person_861,Casinos,India,False,Illegal,10,5,Bank_233,Cayman Islands
TX0000000263,UAE,3606929.555844588,Stocks Transfer,2013-01-11 22:00:00,Person_1900,Construction,Brazil,False,Illegal,7,3,Bank_13,Cayman Islands
TX0000000264,China,3252641.9887535945,Cryptocurrency,2013-01-11 23:00:00,Person_6143,Arms Trade,Switzerland,False,Illegal,7,9,Bank_33,Luxembourg
TX0000000265,Russia,2549936.815638593,Cash Withdrawal,2013-01-12 00:00:00,Person_7606,Finance,South Africa,False,Illegal,8,7,Bank_10,Switzerland
TX0000000266,UAE,1218771.4697348254,Stocks Transfer,2013-01-12 01:00:00,Person_7364,Oil & Gas,India,True,Legal,8,1,Bank_424,Panama
TX0000000267,Singapore,1670266.1809900207,Property Purchase,2013-01-12 02:00:00,Person_4914,Arms Trade,South Africa,False,Illegal,7,4,Bank_44,Switzerland
TX0000000268,Russia,2105961.227533019,Cryptocurrency,2013-01-12 03:00:00,Person_1610,Finance,Brazil,False,Illegal,6,2,Bank_190,Panama
TX0000000269,UAE,1125364.7994776352,Property Purchase,2013-01-12 04:00:00,Person_2810,Arms Trade,India,False,Illegal,9,1,Bank_265,Cayman Islands
TX0000000270,UAE,1377471.5257750421,Stocks Transfer,2013-01-12 05:00:00,Person_4443,Oil & Gas,India,False,Illegal,6,7,Bank_358,Singapore
TX0000000271,Brazil,172604.7738785475,Cash Withdrawal,2013-01-12 06:00:00,Person_5176,Oil & Gas,Russia,False,Legal,10,6,Bank_448,Panama
TX0000000272,China,4888814.461994885,Cryptocurrency,2013-01-12 07:00:00,Person_7580,Real Estate,USA,False,Legal,5,5,Bank_187,Switzerland
TX0000000273,Brazil,1072816.887353961,Property Purchase,2013-01-12 08:00:00,Person_2157,Oil & Gas,Russia,False,Illegal,10,6,Bank_417,Cayman Islands
TX0000000274,Singapore,834690.3424222411,Cash Withdrawal,2013-01-12 09:00:00,Person_9067,Construction,Switzerland,False,Illegal,10,4,Bank_250,Cayman Islands
TX0000000275,Switzerland,2047772.0793477676,Cash Withdrawal,2013-01-12 10:00:00,Person_9389,Construction,Russia,False,Illegal,6,2,Bank_76,Singapore
TX0000000276,USA,4099153.6849939227,Stocks Transfer,2013-01-12 11:00:00,Person_8843,Construction,India,False,Illegal,6,4,Bank_412,Switzerland
TX0000000277,China,2848474.240688944,Stocks Transfer,2013-01-12 12:00:00,Person_2470,Construction,India,False,Illegal,6,2,Bank_80,Luxembourg
TX0000000278,UK,1271674.5386818615,Property Purchase,2013-01-12 13:00:00,Person_9044,Luxury Goods,India,True,Illegal,8,1,Bank_395,Singapore
TX0000000279,South Africa,2070155.7814580314,Cash Withdrawal,2013-01-12 14:00:00,Person_1944,Finance,Russia,False,Illegal,9,8,Bank_300,Singapore
TX0000000280,UAE,1102006.4561751313,Offshore Transfer,2013-01-12 15:00:00,Person_2645,Finance,Singapore,False,Legal,6,2,Bank_257,Switzerland
TX0000000281,South Africa,4455464.45565395,Stocks Transfer,2013-01-12 16:00:00,Person_3999,Luxury Goods,China,False,Legal,2,2,Bank_228,Luxembourg
TX0000000282,Switzerland,3682401.2204438853,Cryptocurrency,2013-01-12 17:00:00,Person_9994,Casinos,India,False,Legal,2,1,Bank_478,Luxembourg
TX0000000283,China,1867602.3813759864,Cryptocurrency,2013-01-12 18:00:00,Person_5120,Construction,India,False,Legal,8,7,Bank_344,Panama
TX0000000284,UAE,3698766.507829497,Property Purchase,2013-01-12 19:00:00,Person_5206,Oil & Gas,South Africa,True,Illegal,4,3,Bank_227,Bahamas
TX0000000285,Switzerland,3249808.6641722796,Property Purchase,2013-01-12 20:00:00,Person_3220,Finance,Switzerland,False,Legal,8,5,Bank_332,Bahamas
TX0000000286,China,4805578.776263782,Offshore Transfer,2013-01-12 21:00:00,Person_8772,Real Estate,Russia,True,Illegal,10,8,Bank_212,Switzerland
TX0000000287,South Africa,1499022.8422922464,Stocks Transfer,2013-01-12 22:00:00,Person_5226,Casinos,South Africa,False,Illegal,9,1,Bank_242,Switzerland
TX0000000288,USA,2241806.917236063,Cryptocurrency,2013-01-12 23:00:00,Person_6699,Real Estate,Russia,True,Illegal,8,8,Bank_62,Luxembourg
TX0000000289,Singapore,1726051.6382739767,Stocks Transfer,2013-01-13 00:00:00,Person_5597,Casinos,UK,True,Illegal,10,7,Bank_248,Panama
TX0000000290,Brazil,4812704.218573787,Cryptocurrency,2013-01-13 01:00:00,Person_7075,Oil & Gas,UAE,False,Illegal,9,0,Bank_299,Switzerland
TX0000000291,China,2806467.18141009,Property Purchase,2013-01-13 02:00:00,Person_4070,Real Estate,Switzerland,False,Illegal,7,7,Bank_185,Singapore
TX0000000292,China,3693960.5331172566,Cryptocurrency,2013-01-13 03:00:00,Person_9452,Real Estate,South Africa,False,Illegal,7,8,Bank_345,Switzerland
TX0000000293,China,4658816.020253318,Property Purchase,2013-01-13 04:00:00,Person_2450,Construction,Russia,False,Illegal,6,9,Bank_349,Singapore
TX0000000294,Brazil,4159247.4502386493,Offshore Transfer,2013-01-13 05:00:00,Person_753,Casinos,UK,True,Legal,5,9,Bank_165,Switzerland
TX0000000295,USA,4210484.388696003,Offshore Transfer,2013-01-13 06:00:00,Person_2904,Arms Trade,India,False,Legal,5,0,Bank_443,Panama
TX0000000296,South Africa,4911593.847644046,Offshore Transfer,2013-01-13 07:00:00,Person_472,Luxury Goods,Russia,False,Illegal,3,8,Bank_416,Bahamas
TX0000000297,Singapore,402861.3311426877,Stocks Transfer,2013-01-13 08:00:00,Person_3999,Arms Trade,USA,False,Legal,8,8,Bank_263,Panama
TX0000000298,South Africa,4641476.85673459,Stocks Transfer,2013-01-13 09:00:00,Person_4725,Real Estate,Brazil,False,Illegal,2,4,Bank_341,Bahamas
TX0000000299,Russia,4986603.707049937,Property Purchase,2013-01-13 10:00:00,Person_4615,Real Estate,South Africa,False,Illegal,5,2,Bank_450,Cayman Islands
TX0000000300,Singapore,3436484.7482359284,Cash Withdrawal,2013-01-13 11:00:00,Person_4880,Luxury Goods,Switzerland,False,Illegal,10,9,Bank_121,Panama
TX0000000301,Russia,605321.2218370663,Property Purchase,2013-01-13 12:00:00,Person_7285,Luxury Goods,Brazil,False,Illegal,10,1,Bank_384,Switzerland
TX0000000302,South Africa,3897104.2387857744,Cryptocurrency,2013-01-13 13:00:00,Person_2601,Oil & Gas,South Africa,False,Legal,9,2,Bank_449,Panama
TX0000000303,China,3491347.76958153,Stocks Transfer,2013-01-13 14:00:00,Person_4427,Casinos,Brazil,False,Illegal,4,5,Bank_275,Bahamas
TX0000000304,Russia,649585.721517736,Cryptocurrency,2013-01-13 15:00:00,Person_9719,Arms Trade,South Africa,True,Illegal,5,8,Bank_381,Panama
TX0000000305,India,1733043.6192176517,Stocks Transfer,2013-01-13 16:00:00,Person_817,Construction,India,False,Illegal,8,3,Bank_261,Cayman Islands
TX0000000306,China,3741228.3638991364,Cash Withdrawal,2013-01-13 17:00:00,Person_4498,Construction,Russia,False,Illegal,10,7,Bank_171,Singapore
TX0000000307,UAE,2575876.2064091945,Cash Withdrawal,2013-01-13 18:00:00,Person_3872,Construction,Brazil,False,Legal,1,5,Bank_242,Panama
TX0000000308,South Africa,2307210.721893696,Offshore Transfer,2013-01-13 19:00:00,Person_2957,Real Estate,USA,True,Illegal,5,5,Bank_430,Luxembourg
TX0000000309,UAE,1151041.6599282378,Cryptocurrency,2013-01-13 20:00:00,Person_33,Construction,Russia,False,Illegal,10,5,Bank_346,Luxembourg
TX0000000310,South Africa,1133099.572625047,Offshore Transfer,2013-01-13 21:00:00,Person_1935,Luxury Goods,Switzerland,False,Illegal,5,4,Bank_236,Panama
TX0000000311,Singapore,2775786.7215402727,Cash Withdrawal,2013-01-13 22:00:00,Person_1561,Luxury Goods,India,False,Illegal,6,7,Bank_100,Luxembourg
TX0000000312,Switzerland,2918340.795302288,Offshore Transfer,2013-01-13 23:00:00,Person_5404,Construction,USA,False,Legal,10,2,Bank_325,Cayman Islands
TX0000000313,UK,2866106.630965676,Property Purchase,2013-01-14 00:00:00,Person_9368,Luxury Goods,UK,False,Legal,1,3,Bank_331,Bahamas
TX0000000314,Russia,1610843.7371193205,Cryptocurrency,2013-01-14 01:00:00,Person_116,Construction,Singapore,False,Illegal,6,4,Bank_315,Cayman Islands
